Year,Month,Region,Product_ID,Product_Name,Units_Sold,Unit_Price,Revenue,Discount,Profit,Profit_Margin,Churn_Rate,COGS,Net_Sales,ARPU,CLV
2021,1,Americas,1004,Sports Equipment,1306,177.86,232285.16,0.22,83622.66,0.36,0.13,148662.50,181182.42,177.86,492.535384615385
2021,1,Americas,1005,Beauty Products,1193,444.45,530228.85,0.26,201486.96,0.38,0.12,328741.89,392369.35,444.45,1407.425
2021,1,Americas,1006,Home Appliances,153,305.18,46692.54,0.0,4202.33,0.09,0.1,42490.21,46692.54,305.18,274.662
2021,1,Americas,1007,Toys,1934,145.54,281474.36,0.09,61924.36,0.22,0.07,219550.00,256141.67,145.54,457.411428571429
2021,1,Americas,1008,Books,1006,116.01,116706.06,0.21,15171.79,0.13,0.06,101534.27,92197.79,116.01,251.355
2021,1,Americas,1009,Automotive,1989,186.4,370749.6,0.22,111224.88,0.3,0.05,259524.72,289184.688,186.4,1118.4
2021,1,Americas,1010,Groceries,737,51.37,37859.69,0.11,5300.36,0.14,0.04,32559.33,33695.12,51.37,179.795
2021,1,Americas,1011,Jewelry,87,489.55,42590.85,0.15,15758.61,0.37,0.07,26832.24,36202.22,489.55,2587.62142857143
2021,1,Americas,1012,Health Supplements,1350,253.81,342643.5,0.17,75381.57,0.22,0.04,267261.93,284394.105,253.81,1395.955
2021,1,Americas,1013,Pet Supplies,1902,252.1,479494.2,0.17,153438.14,0.32,0.02,326056.06,397980.186,252.1,4033.6
2021,1,Americas,1014,Office Supplies,1245,470.53,585809.85,0.29,216749.64,0.37,0.06,369060.21,415924.99,470.53,2901.60166666667
2021,1,Americas,1015,Footwear,1818,476.77,866767.86,0.1,208024.29,0.24,0.09,658743.57,780091.074,476.77,1271.38666666667
2021,1,Americas,1016,Gardening Tools,749,427.24,320002.76,0.09,57600.5,0.18,0.13,262402.26,291202.51,427.24,591.563076923077
2021,1,Americas,1017,Kitchenware,1329,245.21,325884.09,0.11,61917.98,0.19,0.13,263966.11,290036.84,245.21,358.383846153846
2021,1,Americas,1018,Musical Instruments,1396,287.18,400903.28,0.03,108243.89,0.27,0.15,292659.39,388876.18,287.18,516.924
2021,1,Americas,1019,Stationery,1011,130.81,132248.91,0.09,21159.83,0.16,0.13,111089.08,120346.51,130.81,160.996923076923
2021,1,Americas,1020,Travel Accessories,1466,352.73,517102.18,0.11,77565.33,0.15,0.12,439536.85,460220.94,352.73,440.9125
2021,1,Africa,1001,Electronics,1940,131.82,255730.8,0.18,20458.46,0.08,0.01,235272.34,209699.256,131.82,1054.56
2021,1,Africa,1002,Clothing,85,400.16,34013.6,0.19,10204.08,0.3,0.12,23809.52,27551.016,400.16,1000.4
2021,1,Africa,1003,Furniture,1021,443.88,453201.48,0.01,113300.37,0.25,0.07,339901.11,448669.47,443.88,1585.28571428571
2021,1,Africa,1004,Sports Equipment,903,167.44,151198.32,0.05,58967.34,0.39,0.13,92230.98,143638.40,167.44,502.32
2021,1,Africa,1005,Beauty Products,619,20.1,12441.9,0.01,4230.25,0.34,0.06,8211.65,12317.481,20.1,113.9
2021,1,Africa,1006,Home Appliances,493,166.69,82178.17,0.25,12326.73,0.15,0.15,69851.44,61633.63,166.69,166.69
2021,1,Africa,1007,Toys,1176,47.25,55566.0,0.02,13335.84,0.24,0.09,42230.16,54454.68,47.25,126
2021,1,Africa,1008,Books,872,73.48,64074.56,0.04,24989.08,0.39,0.11,39085.48,61511.58,73.48,260.52
2021,1,Africa,1009,Automotive,1732,398.62,690409.84,0.08,138081.97,0.2,0.02,552327.87,635177.05,398.62,3986.2
2021,1,Africa,1010,Groceries,790,96.25,76037.5,0.02,15207.5,0.2,0.11,60830.0,74516.75,96.25,175
2021,1,Africa,1011,Jewelry,1714,90.78,155596.92,0.05,21783.57,0.14,0.09,133813.35,147817.07,90.78,141.213333333333
2021,1,Africa,1012,Health Supplements,609,95.52,58171.68,0.28,15706.35,0.27,0.08,42465.33,41883.61,95.52,322.38
2021,1,Africa,1013,Pet Supplies,753,279.41,210395.73,0.18,42079.15,0.2,0.04,168316.58,172524.50,279.41,1397.05
2021,1,Africa,1014,Office Supplies,1729,83.53,144423.37,0.04,24551.97,0.17,0.02,119871.40,138646.44,83.53,710.005
2021,1,Africa,1015,Footwear,1120,25.16,28179.2,0.26,8453.76,0.3,0.08,19725.44,20852.608,25.16,94.35
2021,1,Africa,1016,Gardening Tools,267,382.87,102226.29,0.24,17378.47,0.17,0.08,84847.82,77691.98,382.87,813.59875
2021,1,Africa,1017,Kitchenware,406,202.26,82117.56,0.18,22171.74,0.27,0.02,59945.82,67336.40,202.26,2730.51
2021,1,Africa,1018,Musical Instruments,1296,12.58,16303.68,0.28,3749.85,0.23,0.09,12553.83,11738.65,12.58,32.1488888888889
2021,1,Africa,1019,Stationery,565,309.85,175065.25,0.28,66524.79,0.38,0.13,108540.46,126046.98,309.85,905.715384615385
2021,1,Africa,1020,Travel Accessories,209,470.41,98315.69,0.17,18679.98,0.19,0.1,79635.71,81602.02,470.41,893.779
2021,2,Asia,1001,Electronics,1006,275.08,276730.48,0.28,52578.79,0.19,0.14,224151.69,199245.95,275.08,373.322857142857
2021,2,Asia,1002,Clothing,1915,107.31,205498.65,0.08,26714.82,0.13,0.06,178783.83,189058.76,107.31,232.505
2021,2,Asia,1003,Furniture,1326,51.75,68620.5,0.2,4803.44,0.07,0.05,63817.06,54896.4,51.75,72.45
2021,2,Asia,1004,Sports Equipment,1995,342.4,683088.0,0.1,95632.32,0.14,0.08,587455.68,614779.2,342.4,599.2
2021,2,Asia,1005,Beauty Products,875,349.88,306145.0,0.19,110212.2,0.36,0.11,195932.8,247977.45,349.88,1145.06181818182
2021,2,Asia,1006,Home Appliances,1350,483.95,653332.5,0.16,130666.5,0.2,0.09,522666.0,548799.3,483.95,1075.44444444444
2021,2,Asia,1007,Toys,788,495.3,390296.4,0.12,70253.35,0.18,0.12,320043.05,343460.832,495.3,742.95
2021,2,Asia,1008,Books,1737,434.22,754240.14,0.17,98051.22,0.13,0.11,656188.92,626019.32,434.22,513.169090909091
2021,2,Asia,1009,Automotive,328,378.5,124148.0,0.03,45934.76,0.37,0.08,78213.24,120423.56,378.5,1750.5625
2021,2,Asia,1010,Groceries,1953,197.86,386420.58,0.09,30913.65,0.08,0.02,355506.93,351642.73,197.86,791.44
2021,2,Asia,1011,Jewelry,494,453.16,223861.04,0.03,35817.77,0.16,0.14,188043.27,217145.21,453.16,517.897142857143
2021,2,Asia,1012,Health Supplements,1457,243.85,355289.45,0.15,28423.16,0.08,0.02,326866.29,301996.03,243.85,975.4
2021,2,Asia,1013,Pet Supplies,445,167.69,74622.05,0.2,23132.84,0.31,0.12,51489.21,59697.64,167.69,433.199166666667
2021,2,Asia,1014,Office Supplies,618,61.16,37796.88,0.28,14740.78,0.39,0.15,23056.10,27213.75,61.16,159.016
2021,2,Asia,1015,Footwear,683,223.56,152691.48,0.27,25957.55,0.17,0.03,126733.93,111464.78,223.56,1266.84
2021,2,Asia,1016,Gardening Tools,637,345.57,220128.09,0.25,77044.83,0.35,0.13,143083.26,165096.07,345.57,930.380769230769
2021,2,Asia,1017,Kitchenware,1247,351.98,438919.06,0.02,149232.48,0.34,0.11,289686.58,430140.68,351.98,1087.93818181818
2021,2,Asia,1018,Musical Instruments,1590,259.1,411969.0,0.07,102992.25,0.25,0.13,308976.75,383131.17,259.1,498.269230769231
2021,2,Asia,1019,Stationery,1415,407.34,576386.1,0.28,230554.44,0.4,0.12,345831.66,414997.992,407.34,1357.8
2021,2,Asia,1020,Travel Accessories,1143,355.55,406393.65,0.14,73150.86,0.18,0.11,333242.79,349498.54,355.55,581.809090909091
2021,2,Europe,1001,Electronics,763,453.65,346134.95,0.03,76149.69,0.22,0.01,269985.26,335750.90,453.65,9980.3
2021,2,Europe,1002,Clothing,1293,287.88,372228.84,0.22,119113.23,0.32,0.13,253115.61,290338.50,287.88,708.627692307692
2021,2,Europe,1003,Furniture,1074,342.11,367426.14,0.07,69810.97,0.19,0.08,297615.17,341706.31,342.11,812.51125
2021,2,Europe,1004,Sports Equipment,1482,434.96,644610.72,0.07,251398.18,0.39,0.01,393212.54,599487.97,434.96,16963.44
2021,2,Europe,1005,Beauty Products,721,280.22,202038.62,0.1,14142.7,0.07,0.14,187895.92,181834.758,280.22,140.11
2021,2,Europe,1006,Home Appliances,813,41.53,33763.89,0.17,13167.92,0.39,0.08,20595.97,28024.03,41.53,202.45875
2021,2,Europe,1007,Toys,1306,112.32,146689.92,0.09,58675.97,0.4,0.11,88013.95,133487.83,112.32,408.436363636364
2021,2,Europe,1008,Books,1332,451.07,600825.24,0.01,90123.79,0.15,0.14,510701.45,594816.99,451.07,483.289285714286
2021,2,Europe,1009,Automotive,1017,200.29,203694.93,0.03,34628.14,0.17,0.03,169066.79,197584.08,200.29,1134.97666666667
2021,2,Europe,1010,Groceries,725,234.53,170034.25,0.11,42508.56,0.25,0.02,127525.69,151330.48,234.53,2931.625
2021,2,Europe,1011,Jewelry,90,133.68,12031.2,0.14,721.87,0.06,0.05,11309.33,10346.832,133.68,160.416
2021,2,Europe,1012,Health Supplements,1797,303.38,545173.86,0.08,54517.39,0.1,0.02,490656.47,501559.95,303.38,1516.9
2021,2,Europe,1013,Pet Supplies,439,475.15,208590.85,0.22,54233.62,0.26,0.07,154357.23,162700.86,475.15,1764.84285714286
2021,2,Europe,1014,Office Supplies,873,438.95,383203.35,0.17,42152.37,0.11,0.07,341050.98,318058.78,438.95,689.778571428571
2021,2,Europe,1015,Footwear,423,406.22,171831.06,0.3,17183.11,0.1,0.09,154647.95,120281.742,406.22,451.355555555556
2021,2,Europe,1016,Gardening Tools,112,199.53,22347.36,0.25,5586.84,0.25,0.02,16760.52,16760.52,199.53,2494.125
2021,2,Europe,1017,Kitchenware,154,210.34,32392.36,0.08,2267.47,0.07,0.13,30124.89,29800.97,210.34,113.26
2021,2,Europe,1018,Musical Instruments,758,499.86,378893.88,0.3,90934.53,0.24,0.12,287959.35,265225.716,499.86,999.72
2021,2,Europe,1019,Stationery,726,379.76,275705.76,0.11,35841.75,0.13,0.04,239864.01,245378.13,379.76,1234.22
2021,2,Europe,1020,Travel Accessories,50,477.26,23863.0,0.18,3102.19,0.13,0.1,20760.81,19567.66,477.26,620.438
2021,2,Americas,1001,Electronics,1873,28.21,52837.33,0.08,3170.24,0.06,0.08,49667.09,48610.34,28.21,21.1575
2021,2,Americas,1002,Clothing,487,387.3,188615.1,0.16,66015.29,0.35,0.09,122599.81,158436.684,387.3,1506.16666666667
2021,2,Americas,1003,Furniture,438,48.76,21356.88,0.24,5552.79,0.26,0.08,15804.09,16231.23,48.76,158.47
2021,2,Americas,1004,Sports Equipment,968,378.79,366668.72,0.19,110000.62,0.3,0.04,256668.10,297001.66,378.79,2840.925
2021,2,Americas,1005,Beauty Products,1495,310.55,464272.25,0.29,120710.79,0.26,0.1,343561.46,329633.30,310.55,807.43
2021,2,Americas,1006,Home Appliances,1408,221.55,311942.4,0.27,53030.21,0.17,0.08,258912.19,227717.952,221.55,470.79375
2021,2,Americas,1007,Toys,1033,455.68,470717.44,0.09,108265.01,0.23,0.11,362452.43,428352.87,455.68,952.785454545455
2021,2,Americas,1008,Books,846,77.8,65818.8,0.28,14480.14,0.22,0.05,51338.66,47389.536,77.8,342.32
2021,2,Americas,1009,Automotive,1033,27.7,28614.1,0.19,4864.4,0.17,0.04,23749.7,23177.421,27.7,117.725
2021,2,Americas,1010,Groceries,92,123.87,11396.04,0.02,1139.6,0.1,0.03,10256.44,11168.12,123.87,412.9
2021,2,Americas,1011,Jewelry,144,203.15,29253.6,0.21,3217.9,0.11,0.11,26035.7,23110.344,203.15,203.15
2021,2,Americas,1012,Health Supplements,330,448.91,148140.3,0.14,41479.28,0.28,0.03,106661.02,127400.658,448.91,4189.82666666667
2021,2,Americas,1013,Pet Supplies,683,115.81,79098.23,0.25,13446.7,0.17,0.06,65651.53,59323.67,115.81,328.128333333333
2021,2,Americas,1014,Office Supplies,583,48.91,28514.53,0.04,5988.05,0.21,0.04,22526.48,27373.95,48.91,256.7775
2021,2,Americas,1015,Footwear,595,68.73,40894.35,0.1,6543.1,0.16,0.02,34351.25,36804.915,68.73,549.84
2021,2,Americas,1016,Gardening Tools,96,315.81,30317.76,0.02,10914.39,0.36,0.14,19403.37,29711.40,315.81,812.082857142857
2021,2,Americas,1017,Kitchenware,1646,6.28,10336.88,0.26,826.95,0.08,0.09,9509.93,7649.29,6.28,5.58222222222222
2021,2,Americas,1018,Musical Instruments,1765,108.63,191731.95,0.11,42181.03,0.22,0.1,149550.92,170641.44,108.63,238.986
2021,2,Americas,1019,Stationery,127,233.95,29711.65,0.22,1782.7,0.06,0.05,27928.95,23175.09,233.95,280.74
2021,2,Americas,1020,Travel Accessories,1080,345.15,372762.0,0.25,115556.22,0.31,0.01,257205.78,279571.5,345.15,10699.65
2021,2,Africa,1001,Electronics,1347,226.47,305055.09,0.16,39657.16,0.13,0.05,265397.93,256246.28,226.47,588.822
2021,2,Africa,1002,Clothing,534,95.23,50852.82,0.17,17289.96,0.34,0.02,33562.86,42207.84,95.23,1618.91
2021,2,Africa,1003,Furniture,175,64.28,11249.0,0.27,2924.74,0.26,0.11,8324.26,8211.77,64.28,151.934545454545
2021,2,Africa,1004,Sports Equipment,116,326.17,37835.72,0.14,9458.93,0.25,0.11,28376.79,32538.72,326.17,741.295454545455
2021,2,Africa,1005,Beauty Products,672,373.99,251321.28,0.13,22618.92,0.09,0.05,228702.36,218649.51,373.99,673.182
2021,2,Africa,1006,Home Appliances,1591,450.33,716475.03,0.18,100306.5,0.14,0.08,616168.53,587509.52,450.33,788.0775
2021,2,Africa,1007,Toys,1814,467.18,847464.52,0.0,110170.39,0.13,0.06,737294.13,847464.52,467.18,1012.22333333333
2021,2,Africa,1008,Books,673,84.54,56895.42,0.06,8534.31,0.15,0.03,48361.11,53481.69,84.54,422.7
2021,2,Africa,1009,Automotive,872,421.95,367940.4,0.02,22076.42,0.06,0.11,345863.98,360581.592,421.95,230.154545454545
2021,2,Africa,1010,Groceries,969,60.46,58585.74,0.12,22848.44,0.39,0.13,35737.30,51555.45,60.46,181.38
2021,2,Africa,1011,Jewelry,695,487.66,338923.7,0.15,101677.11,0.3,0.12,237246.59,288085.145,487.66,1219.15
2021,2,Africa,1012,Health Supplements,243,280.6,68185.8,0.17,10227.87,0.15,0.12,57957.93,56594.214,280.6,350.75
2021,2,Africa,1013,Pet Supplies,375,484.16,181560.0,0.21,21787.2,0.12,0.11,159772.8,143432.4,484.16,528.174545454545
2021,2,Africa,1014,Office Supplies,189,61.84,11687.76,0.18,1753.16,0.15,0.09,9934.60,9583.96,61.84,103.066666666667
2021,2,Africa,1015,Footwear,188,466.35,87673.8,0.1,22795.19,0.26,0.06,64878.61,78906.4,466.35,2020.85
2021,2,Africa,1016,Gardening Tools,59,276.56,16317.04,0.16,1958.04,0.12,0.11,14359.00,13706.31,276.56,301.701818181818
2021,2,Africa,1017,Kitchenware,1669,131.05,218722.45,0.2,69991.18,0.32,0.09,148731.27,174977.96,131.05,465.955555555556
2021,2,Africa,1018,Musical Instruments,1993,305.02,607904.86,0.24,54711.44,0.09,0.13,553193.42,462007.69,305.02,211.167692307692
2021,2,Africa,1019,Stationery,285,207.22,59057.7,0.28,23623.08,0.4,0.04,35434.62,42521.544,207.22,2072.2
2021,2,Africa,1020,Travel Accessories,1620,463.59,751015.8,0.22,52571.11,0.07,0.12,698444.69,585792.324,463.59,270.4275
2021,3,Asia,1001,Electronics,1852,398.66,738318.32,0.06,81215.02,0.11,0.03,657103.30,694019.22,398.66,1461.75333333333
2021,3,Asia,1002,Clothing,54,121.67,6570.18,0.19,2430.97,0.37,0.05,4139.21,5321.85,121.67,900.358
2021,3,Asia,1003,Furniture,1115,199.26,222174.9,0.24,44434.98,0.2,0.06,177739.92,168852.924,199.26,664.2
2021,3,Asia,1004,Sports Equipment,1764,313.93,553772.52,0.16,110754.5,0.2,0.09,443018.02,465168.92,313.93,697.622222222222
2021,3,Asia,1005,Beauty Products,194,450.29,87356.26,0.12,20965.5,0.24,0.14,66390.76,76873.51,450.29,771.925714285714
2021,3,Asia,1006,Home Appliances,1112,62.86,69900.32,0.28,18873.09,0.27,0.06,51027.23,50328.23,62.86,282.87
2021,3,Asia,1007,Toys,1521,87.53,133133.13,0.26,29289.29,0.22,0.11,103843.84,98518.52,87.53,175.06
2021,3,Asia,1008,Books,972,395.36,384289.92,0.05,61486.39,0.16,0.04,322803.53,365075.42,395.36,1581.44
2021,3,Asia,1009,Automotive,1000,75.85,75850.0,0.06,22755.0,0.3,0.08,53095.0,71299,75.85,284.4375
2021,3,Asia,1010,Groceries,1915,174.33,333841.95,0.25,30045.78,0.09,0.13,303796.17,250381.46,174.33,120.69
2021,3,Asia,1011,Jewelry,265,303.96,80549.4,0.15,19331.86,0.24,0.08,61217.54,68466.99,303.96,911.88
2021,3,Asia,1012,Health Supplements,373,362.52,135219.96,0.22,36509.39,0.27,0.11,98710.57,105471.57,362.52,889.821818181818
2021,3,Asia,1013,Pet Supplies,1365,359.51,490731.15,0.18,166848.59,0.34,0.14,323882.56,402399.54,359.51,873.095714285714
2021,3,Asia,1014,Office Supplies,921,293.78,270571.38,0.12,56819.99,0.21,0.14,213751.39,238102.81,293.78,440.67
2021,3,Asia,1015,Footwear,445,456.37,203084.65,0.04,18277.62,0.09,0.05,184807.03,194961.26,456.37,821.466
2021,3,Asia,1016,Gardening Tools,1689,436.7,737586.3,0.28,184396.58,0.25,0.11,553189.72,531062.136,436.7,992.5
2021,3,Asia,1017,Kitchenware,937,16.4,15366.8,0.2,4917.38,0.32,0.06,10449.42,12293.4,16.4,87.4666666666667
2021,3,Asia,1018,Musical Instruments,1978,214.94,425151.32,0.22,161557.5,0.38,0.14,263593.82,331618.03,214.94,583.408571428571
2021,3,Asia,1019,Stationery,1480,65.79,97369.2,0.07,10710.61,0.11,0.04,86658.59,90553.356,65.79,180.9225
2021,3,Asia,1020,Travel Accessories,1032,460.82,475566.24,0.26,109380.24,0.23,0.09,366186.00,351919.02,460.82,1177.65111111111
2021,3,Europe,1001,Electronics,710,192.76,136859.6,0.22,16423.15,0.12,0.12,120436.45,106750.488,192.76,192.76
2021,3,Europe,1002,Clothing,1739,170.08,295769.12,0.12,70984.59,0.24,0.14,224784.53,260276.83,170.08,291.565714285714
2021,3,Europe,1003,Furniture,435,235.52,102451.2,0.14,37906.94,0.37,0.09,64544.26,88108.032,235.52,968.248888888889
2021,3,Europe,1004,Sports Equipment,1004,228.96,229875.84,0.04,25286.34,0.11,0.08,204589.50,220680.81,228.96,314.82
2021,3,Europe,1005,Beauty Products,759,21.77,16523.43,0.09,5287.5,0.32,0.05,11235.93,15036.32,21.77,139.328
2021,3,Europe,1006,Home Appliances,715,11.48,8208.2,0.2,902.9,0.11,0.14,7305.3,6566.6,11.48,9.02
2021,3,Europe,1007,Toys,738,280.87,207282.06,0.26,49747.69,0.24,0.04,157534.37,153388.72,280.87,1685.22
2021,3,Europe,1008,Books,376,299.72,112694.72,0.02,34935.36,0.31,0.04,77759.36,110440.83,299.72,2322.83
2021,3,Europe,1009,Automotive,772,177.95,137377.4,0.14,37091.9,0.27,0.06,100285.5,118144.564,177.95,800.775
2021,3,Europe,1010,Groceries,1217,284.6,346358.2,0.02,110834.62,0.32,0.07,235523.58,339431.036,284.6,1301.02857142857
2021,3,Europe,1011,Jewelry,243,269.56,65503.08,0.14,14410.68,0.22,0.12,51092.40,56332.65,269.56,494.193333333333
2021,3,Europe,1012,Health Supplements,1717,95.05,163200.85,0.26,62016.32,0.38,0.06,101184.53,120768.63,95.05,601.983333333333
2021,3,Europe,1013,Pet Supplies,1531,449.23,687771.13,0.16,226964.47,0.33,0.15,460806.66,577727.75,449.23,988.306
2021,3,Europe,1014,Office Supplies,1873,359.41,673174.93,0.2,40390.5,0.06,0.04,632784.43,538539.944,359.41,539.115
2021,3,Europe,1015,Footwear,492,255.23,125573.16,0.18,21347.44,0.17,0.09,104225.72,102969.99,255.23,482.101111111111
2021,3,Europe,1016,Gardening Tools,1124,328.11,368795.64,0.07,29503.65,0.08,0.04,339291.99,342979.95,328.11,656.22
2021,3,Europe,1017,Kitchenware,1151,303.58,349420.58,0.24,136274.03,0.39,0.14,213146.55,265559.64,303.58,845.687142857143
2021,3,Europe,1018,Musical Instruments,231,106.47,24594.57,0.09,8854.05,0.36,0.01,15740.52,22381.06,106.47,3832.92
2021,3,Europe,1019,Stationery,824,369.27,304278.48,0.25,27385.06,0.09,0.13,276893.42,228208.86,369.27,255.648461538462
2021,3,Europe,1020,Travel Accessories,1358,213.61,290082.38,0.27,98628.01,0.34,0.06,191454.37,211760.14,213.61,1210.45666666667
2021,3,Americas,1001,Electronics,795,413.43,328676.85,0.11,19720.61,0.06,0.13,308956.24,292522.40,413.43,190.813846153846
2021,3,Americas,1002,Clothing,854,207.66,177341.64,0.17,35468.33,0.2,0.05,141873.31,147193.56,207.66,830.64
2021,3,Americas,1003,Furniture,1573,487.4,766680.2,0.23,69001.22,0.09,0.09,697678.98,590343.754,487.4,487.4
2021,3,Americas,1004,Sports Equipment,108,447.8,48362.4,0.24,9672.48,0.2,0.01,38689.92,36755.424,447.8,8956
2021,3,Americas,1005,Beauty Products,575,372.14,213980.5,0.21,40656.29,0.19,0.04,173324.21,169044.595,372.14,1767.665
2021,3,Americas,1006,Home Appliances,1351,418.29,565109.79,0.3,129975.25,0.23,0.03,435134.54,395576.853,418.29,3206.89
2021,3,Americas,1007,Toys,1800,343.18,617724.0,0.25,148253.76,0.24,0.12,469470.24,463293,343.18,686.36
2021,3,Americas,1008,Books,90,140.66,12659.4,0.17,3544.63,0.28,0.13,9114.77,10507.302,140.66,302.96
2021,3,Americas,1009,Automotive,1672,57.76,96574.72,0.04,13520.46,0.14,0.05,83054.26,92711.73,57.76,161.728
